text,summary
"I received a bag that was labeled slightly different from the picture shown.  Mine was labeled ""Chicken Meal & Salmon Meal.""  I was not sure my cats would like it since they were used to the original flavor.  Well, as it turns out, they loved it!!",My cats loved it
I would not ever buy this again. Sickenly sweet and very artificial tasting. I'm getting rid of this box by mixing it with a regular coffee K cup.,Don't buy it!
"I purchased this trap based on it's mid-evil appearence, thinking to myself that the design is simple and makes perfect sense. However, after following the instructions on the box; this trap hasn't killed one mole.The mole(s) continue to borrow through their tunnels tripping the trap. I then use a spade shovel to dig up under the trap just in case the mole isn't dead and just impaled.....BUT NOTHING!I'm actually causing more damage to my yard than the mole is from all the false/missed trips.....I would not recommend this trap and I'm here to purchase a new one.",A trap that isn't as smart as a mole.
"We're very disappointed. We love flavored coffee but when we tasted Starbucks Natural Fusions Ground Coffee, Cinnamon Flavored - it was terrible! It tasted like we were licking an ashtray. It has a burnt-grounds flavor. I highly recommend not wasting your money on this product.",Starbucks cinnamon coffee
"For someone who doesn't have an Asian/Korean market near, this is an affordable & delicious coffee!  I got a few of my American colleagues hooked on this too!",Cheap & Delicious!
"I give this product 2 stars because the taste is really good, and the ingredients are natural and I did not have an allergic reaction.But this product is really hard. Nearly impossible to chew. I almost choked on it a few times before giving up.  I'll have to throw the whole case away - I can't eat them.  I even tried microwaving the laces for about 20 seconds, which helped, but as soon as they cooled down they went hard again.My advice is to stick with the vines or the bites, the bites being the softest of all.  I am off to order a case of raspberry bites....",Too hard - choking hazard - go with the bites or vines instead.
"I can't say enough good things about this juice as well as the Zola company. To begin, I had a problem with one of the cases of juice I purchased that was in no way related to the quality of the juice. I contacted Zola and they immediately replaced the item. As for the juice itself, not only is it healthy and delicious but it gives me that extra bit of energy boost my job and long hours demands. The Blueberry as well as the new 50% less sugar are my favorites:)",Helps with my 12 hour shifts ...
"I have eaten restaurant quality bisque and this is not it. You can see the bits of minced crab, but the batch I received had no flavor. I added spices and a generous splash of half and half which improved it somewhat. I canceled my subscribe and save subscription. I also read the reviews for their other products and seems one either loves them or doesn't. Ending on a positive note, their label is made w/ certified green paper and vegetable inks and the cans are made from recycled steel which I thought was impressive.",Not as expected.
"I've used Chebe products for about a year now, and love the cheese and foccacia.  I just haven't gotten the hang of this one.  It comes out hard, and not chewy.  It may be the way I'm fixing it, but after 2-3 attempts, I just gave up.",Not as happy as with other Chebe products
I have already ordered more of this soup. No high fructose corn syrup. The cans were shrink wrapped and arrived in perfect shape.,Tasty tomato soup
I remember Shake N Bake from years ago. It is quick and easy to use and the pork comes out moist and tender. The grand kids enjoyed shaking the pork chops and even the mild flavor. We even sprinkled the remaining crumbs on top of the chops.It even comes in a variety of other flavors.,"Shake N Bake Pork Pouch, 2.25-Ounce"
"I eat these on salads or just as a snack. You get a big bag and dump the whole thing, juice and all (drain off some of the juice), into a large tupperware container that I keep in the fridge. Olives stay fresh and delicious for a month or two. Every now and then you find an olive that still has a pit in it but it's like 1/1,000 olives.","Always good quality, have purchased multiple times"
"I switched my cat over from a non-grain free food to this food because I wanted to start going the grain free route. Not long after I started mixing in this food with the old food he started throwing up more and more frequently (aside from the fact that he obviously did not like the smell of it). I cut this food out and he's stopped getting sick. Thank goodness it didn't get as bad as some other reviewer's experiences; I'm glad I stopped giving him this one before it did.TL;DR: Grain free seems like a good idea, but this food is a terrible choice. Look elsewhere.",Made My Cat Sick
"When you see a diet soda, it usually implies a funky taste.  However, sucralose sweetened beverages such as this Hansen's don't have such a problem.  As an added bonus, the ingredients in this soda have a quality taste to them.  A premium soda that doesn't sock you with a lot of calories that may come back to haunt you.  If you are a fan of root beer, try this one for sure!","Suprisingly creamy, refreshing"
"We're big fans of the Keebler Townhouse Flatbread Crisps with Olive Oil & Sea Salt - 28.5oz Box at our house, so when I saw the Special K crackers I was eager to give them a try because you get so many more for a lot fewer calories. The Special K cracker is a bit like a Pop Chip texture, but the taste is pure salt and cardboard. I had three and then decided that eating three of the more calorie dense crackers would satisfy my salty urge way more than 30 of these crackers ever would.",These taste terrible!
"I bought two boxes of these K-cups.  I have lost count of how many failed in the brewer.  It seems that the tops aren't adequately attached to the cups.  About half way through the brew cycle, the seal breaks and coffee grounds and coffee come out everyplace.  We have used a number of other brands, and never had this problem before.After I posted this, I contacted GMCR Specialty Coffee Business Unit.  I didn't expect anything other than denial that it could be their packaging.  What a pleasant surprise.  I got a very prompt and courteous response and they have agreed to replace the entire order.  I am impressed.  I'm not sure what was initially wrong, but their response to my complaint was very professional.  They kept me as a customer.",Something Was Wrong Here - But Good Customer Service
This is a wonderful fig preserve. It's got a fantastic tart/sweet balance. Try it paired with fresh fruit and brie! I still buy it locally but hope to find a multi-pack with Prime Shipping on Amazon soon!,A Fantastic Fig!
"I don't know about it giving me energy but after trying it with water as the instructions read, it made me feel sick to my stomach. Also overpriced! Others may swear by it and if you had better results than I, feel free to press the no button!",A poor man's Gatorade
"Have used before and happy to see in big box.  Box comes w/safety seal/easy to open and contents enclosed in bag inside.  Easy enuff to scoop out into Canning Jars/or Canisters.Pictures shows initial placement so one can eyeball storage needed - Very little needed as shown in a narrow cabinet. As soon as we have placed some in air tight containers, the box will lay on the top back half-shelf.",By far the best - No after taste NOR indigestion
"I've tried a number of various brands Bluetooth; each has some kind of problem, the fit, the weight, sound quality or battery life. This one, in comparison, is the best.First, the earpiece fits well and very light, the sound quality is good on both sides of the conversation, and battery life is not bad at all. Unlike the common one-piece head sets, which require one to hang the entire device from their ear, this ear bud is much lighter, because the clip-on piece has the microphone, the rechargeable battery, and everything else that make it work. In addition, you don't have to leave it in your ear all the time, the clip piece has a built in ringer, so you can wear the ear bud only when you answer a call.Pairing was very fast easy, same goes for turning on/off, or changing the volume.  Two minor cons: the power button on the ear bud needs some use-to, and the charger is not the universal mini USB, it has an unusual extra small rounded plug, which means you have to bring it with you if you want to use the headset, plus a car charger in addition to your phone's chargers. One star off for these cons.Over all, this is a good product and better than any one-piece Bluetooth I've ever tried.","Great Design, Excellent sound, Good Battery life"
"I bought this because I was on a high protein, low sugar diet.  A lot of protein powders out there taste really bad, but this is good stuff.  I was going to give it three stars only because I don't care for vanilla, and the box comes with vanilla, chocolate, and strawberry mix.  I don't like vanilla ice cream either, so it's me -- not the product.  The strawberry was OK, but I'm really a chocolate lover so I also bought the canisters of just chocolate. These envelopes are nice though because you can take them along and add them to milk elsewhere.","High Protein, Low Sugar, Variety"
"Everyone's tastes are different. With that said, I would definitely recommend trying these first. I tried Nescafe Latte Machiatto pods (along with some other flavors) in the machine I bought that uses these pods. Really wanted to like them but they were AWFUL. Bitter, synthetic--like something from a vending machine. The Dolce Gusto espresso/cappuccino/latte maker has been returned to Amazon; unfortunately, the pods are a grocery item so not eligible for return. I have two boxes--50 dollars' worth--of the cappuccino pods sitting in the box they arrived in--feel like I put fifty bucks into my office shredder. Bottom line is, should have tried them before ordering any equipment/pods off the internet. Save your cash--try them first!",Try them first
"I was first introduced to this sauce about 3 years ago, and it has ever since been a staple in my house.This is a rather mild Habanero sauce showcasing flavor over heat, but the heat is definitely there if you are more sensitive to spicy foods.The flavor of this sauce is a blend of Habaneros, carrots, onions, lime juice and garlic making a balanced ""sauce"" flavor that does not necessarily showcase the pepper quite as much as other hot sauces.  This is actually what I really like about this sauce because this makes it very useful as a condiment.I have recommended this sauce to everyone I know, and even given (and received) it as gifts.  I can not recommend a sauce any higher, this is a top notch product.",This is one of the best hot sauces you can get
"Wild Mountain Blueberry is a wonderful tasting coffee...I didn't want to try it when it was first offered to me. I don't like fruitty coffee......this item is definitely not. It's delicious coffee with a mild hint of blueberry. The arouma is pleasant and the coffee is ""real"" for coffee drinkers like me. I defintely recommend it and especially to those who don't normally like fruit flavored coffees.",a hint of blueberry
"They're for eating, of course (ok, maybe if you're an oat farmer, you have a different persepctive.)  At any rate, rather than argue the relative virtues of rolled vs. steel cut oat cereals, I sing the praises of both.  Maybe it's a seasonal thing, the somewhat coarser, nuttier, rougher steel cuts somehow more fitting to cold winters than are the mellower and softer rolled oats.  It's like black coffee to an au lait, dark beer to light, hard bebop to cool jazz...you get the picture.You'll also feel virtuous spending some old-fashioned time over the stove (albeit not that much, or that arduous).  The warming experience is itself sufficient, you'll feel like mending a fence somewhere (or tearing it down if in a RObert Frost frame of mind), but it's common to top thiswith contrasting fruit, or perhaps nuts, syrups, flax seed oil, brown sugar, yoghurt, raisins, prunes, lat night's stew?--it's HEARTY enough to stand up to almost anything you can throw at it.  Your doctor will probably extol the nutritional benefits: Fiber, protein, certain vitamins, etc.  McCann's is the best of the bunch, and yes, that is a can that belongs in the Smithsonian--or its Irish equivalent. Hebridean soul food.",These Oats are Not For Sowing...
"I agree with J. Chen. This doesn't even come close to Lavazza espresso and brick pack varieties. Awful taste ~ made use the one can I purchased by mixing in a stronger tasting coffee. Reminiscent of 8 o'clock coffees-Ugh!An add on ---this is not about a light coffee, but a terrible tasting coffee.",No Way !
"I love this spice. Discovered it while living in Germany and have used it in many recipes over the years. My dishes miss it when I run out! Unfortunately, I have been unable to find it in stores in the States.",Love this spice
"... unfortunately, I was totally disappointed when using Droste.  I looked high and low for it too, and paid $8/box thinking I would have an outstanding product.  The finished 14"" square X 4"" high layer cake was very moist, but lacked the darker and richer chocolate expectations both in color and taste.  In addition, it also allowed for the cinnamon taste to lean forward - which under the previous chocolate used, was considerably the faint surprise that flavor was meant to be.  Droste may be wonderful for making devil's food, but did not hold up for the darker, richer chocolate that I was hoping for.  I was very disappointed considering all the hype.  But, I truly appreciate these posts.  They are a source of helpful input, inspiration, and the kindliness of sharing one's experience.  I appreciate all the information especially the comparisons to other cocoa powders.",I wanted to love it based on the hype ...
"My wife's cat's love these things, they beg for them as if they were dogs.  I recommend the 6.3 oz packs as the tend to go rather quickly.  In my opinion the picture on the package says it all.",Only treat my wife's cats will eat.
"The ""hair"" sprouts very quickly and it really brightens up a table or desk.  We plan to buy more of these cuties just for fun.",Cute and Fun!
We love these raisins!  The quality is excellent and they provide a healthy snack.  I would recommend having these on hand for snacking or for use in recipes.,Ravin' about raisins!
"First off, I love these things.  They taste great and each bag contains just enough to satisfy.However, my latest purchase consisted of only 12 bags per box - not 18 (so I'm paying a whole lot more for 30% less than when I originally bought these).Please be aware of this before you buy.",BEWARE: Only 12 per box not 18
"I hate sugar-crusted raisins and bran flakes that do not taste like bran. This is the only raisin bran I know of that truly tastes like the real thing. This is a product for people who like the taste of food, not additives and flavorings.The ridiculously small amount per box is the only reason I deducted a star from it's otherwise perfect rating.",The Real Deal
"As someone else pointed out in their review, it looks and is expected to taste like Mac and Cheese.......does not.Is a ""soupy"" cheese & noodles. Does not taste like cheese, flavor is not that good, ended up trying to give them away to friends who tried them and gave the rest back to me. Had to throw away due to the taste",Not what I expected
"This mix is not at all like the restaurant.  I have been hoping to find a way to have Panang Curry at home, and this is not it.  It is missing some key ingredient????",Not like the Restaurant
"I really love Hint and most of the flavors it offers because the water is not sweet -- it really is an ""essence"" of whatever the flavor is. Unlike some other waters that add corn syrup AND flavoring - this water just adds flavor. Great stuff.",love this water!
"Moving to Michigan from NYC meant a lot of changes.  It is like moving to another country and there were many things I missed.  I was thrilled to find Dr Brown Diet Cream Soda available!!!  I ordered a case and every time I open a can, I can close my eyes and feel like I'm sitting in Juniors with my friends.  Heaven!  For me this is a smooth and delicious treat after a tough day.",A taste of home
"Although this cookie is prominently named Newtons, do not think Fig Newtons when eating or you will be disappointed.  However, if you are looking for a light, tasty cookie embedded with chewy fig bits, then this is it.  The contrast between the crunchy cookie and the chewy figs is a great combination.  The fig flavor blends in with the honey cookie background giving a delicious experience.",Snappy Fig Cookies
"I was so upset when my local stores stopped carrying this product. But, as always, I was able to come to Amazon, find what I was looking for and be happy with what I got. The seller sent this priority mail, and I received it in less than a week, even over a holiday weekend, at no cost to me! Fabulous!!!",I Got My Fix
"I was very happy to find one of my childhood favorite candy bars (Marathon Bars) still being produced (in a narrower form) as the Curly Wurly. They are braided caramel smothered in chocolate, and they are brilliant!",Marathon Bars now kwown as Curly Wurly Bars are available again!
"The bamboo arrived about 2 weeks after ordering, all intact and well packed.  However, there were no instructions for caring of the bamboo.  It is now almost a month since arriving and part of the bamboo stalk looks like it is dying and turning brown (part of the heart shape).  I would buy more from this company if the shipping wasn't so costly (for the area where I live the shipping was about $10 and the product itself $15).",Heart shaped lucky bamboo
"The reason I gave this only 2 stars is not because of the taste. It tastes great! I actually had this at a restaurant for the first time, which is what prompted me to find it online and buy it.But, almost every ingredient is artificial. Hardly anything about this product is something I would willingly put into my body on a regular basis. It's a powdery mix when you open it and pour one scoup into a cup of hot water. It makes you wonder where the tea actually is.I don't recommend this highly processed, chemically manufactured, mostly artificial ingredients, product to anyone. Unless you just don't care what you put into your bodies and just want it for the taste.","Tastes good, but....."
"I've always loved chocolate covered raisins. Dark chocolate covered raisins are even better. Nestles may not be the best, but they're still delicious. I just keep telling myself the raisins make them healthier.","My favorite ""junk"" food"
"Very disappointed with this product. I started using freeze dried chives bought from Super Target stores (Archer Farms brand). Thought I'd save some money and buy in bulk from Amazon. This Traders Choice product has neither chive aroma nor taste. Rather surprised no one else has complained. Suitable only for garnish, in my opinion.",Only value: garnish
It's a shame it's as salty as it is because you can just tell that there are great spices in there but it is just so salty you can't eat it.,Waaaaay too salty - I would not recommend to anyone
"The product is very good. It has all the qualities that the savvy consumer would be looking for, plus a good aroma (though not pungent, or ""loud""-- if you're looking for such).In store price of TJ's coconut oil is $5.99. Came to Amazon looking for it; glad to find it... and then WALLOP... floored by the Amazon price. It's nearly 3 times as much at $17.95!!!What gives, Amazon? I'll be driving the 2 hours to TJs.",Amazon is overpriced on this one
"I used to buy this at Costco when I used to live near one. After moving, I had a lot of difficulty finding canned wild salmon that is boneless, skinless, tastes descent, and won't break your wallet (I eat salmon every day). I lead a very busy schedule, so I don't always have time to prepare meals from scratch, but want to stay healthy, so I look for products such as this salmon in a can. I gave up on finding BPA free cans a long time ago, so I don't bother checking for that anymore, and couldn't tell you if these cans are BPA free or not.With all that said, I was excited to find this product on amazon, as I used to eat this brand all the time. I ordered it, and opened a can expecting the same great taste. I was soooooo disappointed! They must have changed the recipe or something, because now it tastes like one of those cheap brands where you're not even sure it's real salmon. It's no better in flavor than the stuff that I do find on the grocery store cans, which are all real gross in flavor.I gave it two stars because the flavor is","This used to be a great product, used to be"
"A couple years ago I tried Coffee Masters and found it to be a great coffee. At that time I never drank coffee but I had opened a Bookstore and a small coffee shop and needed a good coffee. I found Coffee Masters and have never looked back. Yes it cost a little more than some other coffees but the taste bets all. It doesn't have a strong coffee taste and it is just plain great.You need to give it a try, I like it so well I wish I could be a salesperson for it.",Masterful Coffee !! the best
"I like the taste and the serving size of the Quaker Stilla Blueberry Cookie Bars.  In essence it is like a crisper, bigger ""Newton"" style cookie with a thinner filling.  What's not to like?  Well, consider this a list of ingredients that I would rather avoid:* High Fructose Corn Syrup* Modified Corn Starch* Artificial Flavor* Caramel Color* FD&C Red 40* FD&C Blue 1Don't be sucked in by statements like ""made with whole grains and fruit filling"" and ""a snack that's not only tasty but is also a smart choice"" and think that these are good for you.  The ingredients listed above are enough to ruin whatever else in these might be wholesome.",Poor Ingredients Ruin A Good Tasting Product
"I've had good truffle oil before but this isn't it. I think one of the other reviewers comments about the taste of this was due to the plastic taste, not truffle oil in general. The metal cans are lined with plastic and it tastes as if it leached into the oil.",Tastes like plastic
"I paid 3.49 at the grocery store for this, which made me almost not buy it.  That was on sale.  Just because it's set up like a kit, that seems to give them a reason to charge more for it.  The other quick breads by pillsbury, for instance, never cost that much, but they give you just as much.  You're not really getting all that much in the way of ingredients.  A packet of mix, a packet of glaze, and a pretty small can of carnation evaporated milk.  If you don't put all the glaze on it, the bread doesn't seem to have much in the way of flavor.  It's not that sweet and it's not that lemony by itself.  You can make a better quick bread from scratch.  Quick breads are very easy to make, unlike cakes, for instance.  Plus you can put lemon zest in it and real fresh lemon juice.  You'll get a much better bread that way.",You can do better homemade
This product makes it sound healthy having 50% whole grains in the pasta however the part that everyone should be aware of is the 3.5g of trans fat. Trans fat is chemically made to prolong the shelflife of products and it is not good for ur health. Eating this each day is unhealthy due to the enormous amount in each serving. I suggest buying one that contains 0 or at minimal .5g trans fat if u must.,Whole grain with trans fat
"I recently bought this product after hearing great reviews on it and I can say that I definitely agree. I use this on my hair exclusively, I am an African-American and have natural hair. I usually just ""seal"" my hair with this, which it's good for, but it can be greasy. I don't really know how to combat that, but it doesn't really have too much of a smell either, which is good b/c I don't know how I feel about the smell of coconut. The amount is quite enough for the price, but depending on how much you use it may not last as long as it looks like it will. Mine probably won't last too long, but I will definitely buy again.",...great for Hair!
You can fit three of these with shaving cream and toothpaste in the special pouch that TSA makes you use for carry-on liquids. Way better than hotel-room coffee first thing in the morning.I can't drink carbonated beverages so this has special appeal for me. It's way more convenient than pouring the fizzy RB back and forth between glasses until it gets unfizzy.,Red Bull for the Road Warrior
"I bought this when my three year old daughter asked to make a Gingerbread house. I saved it until today, a week before Christmas, as a fun thing to do on a lazy Saturday. When I opened the box I was really disappointed to see that almost every piece of the gingerbread house was broken. I tried to glue them back together with the icing provided, but that didn't work. I also noticed that the pieces didn't seem to fit together very well, despite the handy tray that has little supports built in. The side walls were't long enough to fit onto the front and back panels and eventually the house caved in (without the roof, since those pieces were damaged the most and could not be repaired with icing). Thankfully my daughter is distracted enough with the icing and candy provided that she's not too upset that we don't have a gingerbread house, but I am very disappointed.",Almost every piece arrived broken
DELICIOUS WAFERS. I FIND THAT EUROPEAN WAFERS ARE LESS SWEET ( LESS SUGAR AND CARBOHYDRATES) BUT VERY DELECTABLE.,LOACKER QUADRATINI VANILLA WAFERS
"This item is not the one pictured. I loved the blue box Zoo fruit snacks, but my Sam's Club no longer carried them. So I ordered 4 boxes here, and when they arrived, they were the new, green box ones, which are terrible! If I'd wanted the green box, I would have gone to Sam's Club!",Beware! Not the item pictured!
"First I have read concerns about shipping cookies. I will start with saying that the packages of cookies arrived intact. Now on to the cookies themselves, they are not very good tasting cookies. These taste like synthetic chocolate fudge chip cookies that left a linger aftertaste that was not pleasant. I do not know how Nabisco would place their ""Chips Ahoy"" brand name on these. I do not buy this sort of snack because I am watching calories, but each cookie is seventy-five calories. A positive note is that they have packaged these cookies in their new self sealing packaging. I do not recommend these.",Not worth getting
"Great for Mexican dishes too.The difference between this and the other brands in your grocery store, that the Hungarian kind doesn't have the bitter aftertaste in larger quantities.Hungarian measurement is ""put 2-4 TBS in the food (for 4 persons), enough to turn it nice red""Famous for the smooth sweet taste and the ruby red color.",Sweet taste and ruby red color
"I don't know how much else needs to be said about the Pirate's Booty Aged White Cheddar other than it is good.  The box of 12 was shipped inside another box with packaging filler ensuring it wasn't beat up.  Tastes great, if you like white cheddar snacks, these will do the trick!","Arrr, it's good..."
"I told my kids we were trying ""new"" mac & cheese that was healthier for them. I asked them to tell me what they thought and to be honest. Both of my kids said they could NOT tell the difference between the veggie mac and ""regular"" mac and cheese. Even my brother (who loves Kraft Mac & Cheese and was VERY leary of trying *veggie* pasta) liked it. Myself, I'm not a big mac & cheese eater but it tasted the same to me as the regular stuff. Luckily I'm not a mom who has to sneak veggies into the diet of my kids (they like veggies) but I'm always looking for ways to make boxed food (which I very rarely use), more healthy. Thanks Kraft",My kids couldn't tell the difference
"We purchased a three pack of chocolate caramel, strawberry vanilla, and lemon poppyseed because the package looked so attractive, and I thought it would save me some time. The flavors sounded very appealing.Reality couldn't be farther removed from the picture. The cupcakes were practically inedible. The chemical flavor of the additives was unbearable. I actually spit out the first bite I took of the chocolate caramel. I asked several guests to try a bite of all three flavors (because I wondered if there was something wrong with me. Couldn't imagine three flavors of such an attractive looking mix could be THAT gross), and not a single person liked them. I ended up throwing everything away, and having to buy something else in a hurry.Furthermore, I'm not someone who likes much frosting on cupcakes, but the package provided barely made enough to thinly cover the cupcakes. Very thinly. If you were to put as much frosting on your cupcake as is shown in the picture, about a third of your frosting would already be used up. This is probably a good thing, since the frosting had that horrible quality of coating the roof of your mouth in a layer of revolting grease that is hard to get rid of. (And I used strictly fresh ingredients that I had just bought, added according to the recipe.)What a waste of THREE packages of cupcake mix and fresh ingredients!!",Inedible chemical flavor. Our guests unanimously agreed.
"This is one of the best seasonings I've ever had. It may be named ""Cajun"" but it is not really that HOT.  It has a good blend of spices. I use it in everything from sprinkling a little bit on top of my nachos and putting it in my ground beef for burgers.  It's also excellent as a rub on steaks and chicken.",One of the best seasonings ever made
"Gaea Sundried Tomatoes Tapenade, 3.53-Ounce Jars (Pack of 6)  This is delicious spread on a high fiber flatbread like dr krackers.  This stuff is great as a snack if you're watching your intake; just a small amount gives great flavor.","SUNDRIED TOMATO TAPENADE, MMMMMMM"
"I would not recommend this product.  It takes a long time to dissolve into the soil, and even then I don't think it does so evenly at all, not enough so to be effective.  I dont like the fact that it has fertilizer in it also, as this will complicate any feeding regimen you're giving your plant already, and will persist in the soil for a while.  Long and short of it is these don't really work.  I would recommend [...]details as a solution over these.  I had soil gnats like a m** f** and if anyone has had the same, they know its not fun, pleasant, or anything similar.  After applying the one linked and watering well, there were one or two stray gnats within two days, and none within a week.","Did not do much, slow"
"This product have no flavor at all, I could not taste apple or any other! It was just something sweet. Also it had a bad smell!Am used to the Haribo bears, sold in the US market, they have a noticeable taste, they are made in Turkey. While these bad Frogs are made is Spain....maybe that why they taste and smell funny!!?","No flavor for Apples, just something sweet!"
"I bought this coffee with high hopes as an alternative to the Senseo pods that are getting harder to find. We have two small Hamilton Beach coffee brewers that use Senseo pods, and we always enjoyed the coffee they produce. I was actually anticipating that these Baronet pods, from the reviews, might even be too strong ... but that was not the case. I don't know if the issue is that the Hamilton Beach brewers don't heat the water enough ... or the pods are just terrible ... but the cup they produced looked more like tea than coffee. We tried wetting the pods first, and I even put another pod in my cup to ""brew"" like a tea bag, but nothing worked. Weak, weak coffee. Maybe they work better with a genuine Senseo brewer ... but if you have the Hamilton Beach model ... steer clear of these! I wish I could return them but cannot.",Very weak coffee with the Hamilton Beach brewer!
This product completely dissapointed me. Im doing the lemonade diet and i was looking so foward to this maple syrup sweeting my lemonade but boy was i wrong. as soon as i tried it tasted horrible. you get such a nasty after taste. i would never buy this again,worst first expierence
"Our son has a ton of allergies, but these Gummy Bears by YummyEarth are an absolute favorite of his.  We couldn't be any more grateful for awesome companies like YummyEarth that make these products.  Personally, they taste way better than the standard gummy bears that you buy from the grocery store.  An absolutely fantastic product.  I have no beaf with the product itself, but...As so many other have pointed out, this product is not well handled at all either at the warehouse or during shipping.  The bags that we received were all just globs of goop.  Nowhere did we see any cute bears that taste yummy.  This really makes me question any product that we order from Amazon now.  I don't think I will be buying any more food products from Amazon.","Melts in the box, not in your mouth"
"I babysit for my good friends' kids, to give them a 'date night' every now and again.These things are always in their freezer b/c they know I am a horrible cook. I always thought 3 year olds were picky eaters, but the twin boys beg me to heat up 2nds for them!",Easy for the babysitter!
"Of all the McCormick Grill Mates, this is my favorite.  Whether I use it for outdoor grilling, smoking, or indoor cooking, it always makes whatever I'm cooking better.  I've used it on steaks, spare ribs, pork chops, hamburger -- you name it, if it's meat, I've used this delicious rub on it!To give you an idea of my tastes, I've used the following three varieties of Grill Mates: Molasses Bacon (a close second to this), Barbecue, and Applewood (which, IMO, was way too spicy.  The Sweet & Smoky gives the perfect blend to satisfy my sweet tooth and my craving for smoked meat.  My husband loves this as much as I do (and he's much harder to please than I am).BTW, my grocery store sells this for more than $5 a jar.  With Subscribe & Save, it works out to $3.37 per jar.  That'll keep me stocked for awhile.  :-)",I LOVE this stuff!!!
"The bottle says ""100% pure"", and ""Ingredients: Black Cherry Juice Concentrate"", but when I opened the bottle and tasted the product, there is a strong artificial smell and taste. Probably, some chemicals or some kind of extract is added.Black Cherry concentrates from other companies have no such taste and smell.",Strong artificial smell and taste
"I purchased this coffee for my office when our usual stuff was unavailable, thinking that it seemed like a really good price for decent coffee.Unfortunately, I was wrong. This coffee is horrible. The beans aren't processed very well before roasting, so there's all kinds of chaff left behind. When you grind the beans, you get all this stuff that looks like pencil shavings. Plus, you'll occasionally find some random shells in there - something that looked like half a pecan shell but was significantly harder broke one of the blades in our bean grinder. Awesome.The roast is somewhere between medium-light and medium. The flavor is bitterly bland. It takes a lot of cream and sugar to make this drinkable.I'm never buying this again.",Cheap price for cheaper coffee
"Falcon Farms cancelled this order and many others, despite a promise from an Amazon CSR Supervisor that the roses would be delivered. Apparently what appeared to be a special sale was claimed to be a glitch, and refunds took several transactions - during which many customer email addresses were shared with others, already resulting in spam. In trying to mitigate the damages from either the glitch or decision to void the sales, customers were treated differently - some received the value of the sale, some were given future discounts, some were given nothing but an apology that was mass-emailed with many email addresses in the CC field, exposing customers to others despite having a published privacy policy that states they will never share customer data with others.",Cancelled - Never Delivered
It's one of the best Mint Tea that we taistedPrice and delivery are great,Great tea in a great price
I really recommend this product. It is great on toast but we especially like it for cooking.,Great for use in cooking
"I expected a bold, rich coffee. But this product reminded me of the cheapest supermarket brand.",not my cup of coffee!
"We switched to this food from Purina One because the ingredients are advertised to be of much higher quality, and we wanted to improve our dogs' diet. We made a smooth transition to this food by slowly mixing it in with their existing food, as vets recommend. Once the transition was complete, they were vomiting their meals several times per week, which they had never done before the switch. We continued to feed them this food for about a month to see if it changed, and they still have problems keeping it down. I often see them eating grass to induce vomiting as well, so I think its giving them a stomach ache. They also got to the point where they just didn't want to eat the food at all sometimes, which I've never seen them do. We switched to Newman's Own dog food now, and they're eating much better already.I wish I had done some research on this food before purchasing it. Type ""Wellness dog food vomit"" into Google, and you'll see what I'm talking about.I would not recommend this product.",Made both my dogs vomit and eat less.
"Who would have ever thought a single, yummy, chocolately drink could make me feel like a whole new man! I am never hungry and I am saving so much money not visiting fast food places daily. Thank You Naturade for showing me the path to true health and weight loss salvation.",It has changed my life forever!
I sent Swiss Colony's petits Fours as a gift to my cousin and she loved them (as I knew she would).,A gift well received
"This soup is mostly broth. Although it has a kick to it, it also a sweet after taste that I find pretty gross. This is the third soup I've tried from Healthy Choice and they have all bed bad. It tastes nothing like real red beans and rice. I wouldn't recommend this soup.",Not so good
"I love the idea and was so excited to try these little nibbles that I dismissed the reviews that said they were too salty.  I purchased the Wisconsin Cheddar, and I couldn't even eat all of one of the little bags, it was such an OD of sodium that I literally made a pucker face.  I'm not shy about salt, but these are pretty much unpalatable...and I have 15 more packs!  Maybe the other flavors don't taste as salty, but buyer beware.","Too, too salty"
"Bought it for the wife, she loves it.  Great deal for k-cups.  I don't have first hand knowledge so sorry, nothing of substance in this review.",Wife likes this
I ordered it thinking it would take a week to get here but recieved it in 4 days. I would recomend odering here anytime.,yuban umm good
I like this one alot because it has the seeds in it! I dont eat penut butter so I subsitute it with only sunbutter.Not a fan of almond butter either.No doubt this one is really good.,whole foods carrys this
This is a product tha is used in my house for the past 60 years....need to say more...,Lavazza oro espresso
"The kids loved these, and they are so easy to just put in their bag for a school snack.",Kids loved them.
"I like rooibos tea a lot and this tea is no exception. It's fragrant and smooth. I don't taste or smell pear, though...",A nice tea
"This is a great tasting, smooth instant decaf coffee. You can decide how strong to make it by how much you add. Have a cup every night before bed!",Great tasting decaf coffee
"have tried many flavored popcorn's and usually am not impressed with the claims made by the company about their product, this is different, this really is a great flavored popcorn, the bar-b-q flavor is not too strong nor is it too weak,  this has become our favorite popcorn, thank you POP Weaver, oh yeah, these 3 bag boxes are at Wally World for $1.00 a box, buy-pop-enjoy",we love it
